SK_ID_CURR,TARGET,TARGET_1_PROBA,PAYMENT_RATE,EXT_SOURCE_1,EXT_SOURCE_3,EXT_SOURCE_2,DAYS_BIRTH,INSTAL_AMT_PAYMENT_SUM,AMT_ANNUITY,DAYS_EMPLOYED,CLOSED_AMT_CREDIT_SUM_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_MAX,PREV_APP_CREDIT_PERC_VAR,AMT_GOODS_PRICE,DAYS_EMPLOYED_PERC,PREV_APP_CREDIT_PERC_MEAN,ACTIVE_AMT_CREDIT_SUM_SUM,INSTAL_AMT_PAYMENT_MIN,INSTAL_DAYS_ENTRY_PAYMENT_SUM,INSTAL_DPD_MEAN,REGION_POPULATION_RELATIVE,ANNUITY_INCOME_PERC,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,DAYS_REGISTRATION,APPROVED_CNT_PAYMENT_MEAN,APPROVED_DAYS_DECISION_MAX,PREV_CNT_PAYMENT_MEAN,INSTAL_PAYMENT_DIFF_MEAN,ACTIVE_DAYS_CREDIT_MAX,DAYS_ID_PUBLISH,PREV_DAYS_DECISION_MAX,ACTIVE_AMT_CREDIT_SUM_MEAN,CLOSED_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,CLOSED_DAYS_CREDIT_ENDDATE_MAX,BURO_DAYS_CREDIT_MAX,AMT_CREDIT,PREV_APP_CREDIT_PERC_MIN,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,BURO_DAYS_CREDIT_ENDDATE_MEAN,DAYS_LAST_PHONE_CHANGE,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,INSTAL_DBD_SUM,OWN_CAR_AGE,INSTAL_DBD_MEAN,INSTAL_DBD_MAX,POS_MONTHS_BALANCE_SIZE,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,INCOME_CREDIT_PERC,BURO_DAYS_CREDIT_ENDDATE_MAX,CODE_GENDER
100011,0.0,0.0,0.0331759202047841,0.5873340468730377,0.7517237147741489,0.2057472880073281,-20099,1472756.175,33826.5,,108807.075,-37.0,0.3130880595330251,913500.0,,0.6440084027696462,,449.685,-149620.0,7.946153846153846,0.018634,0.30068,0.054054054054054,-7427.0,14.0,-1189.0,14.0,2246.821961538461,,-3514,-1162.0,,-1309.0,,-860.0,-1309.0,1019610.0,0.0,,-1293.25,0.0,5073.615,,625.0,,4.807692307692308,32.0,75.0,,0.1103363050578162,-860.0,1
100012,0.0,0.0,0.05,,,0.7466436294590924,-14469,501661.71,20250.0,-2019.0,,-151.0,0.0013207090945737,405000.0,0.1395397055774414,0.8097510205471637,,5.85,-33135.0,0.5625,0.0196889999999999,0.15,,-14437.0,18.0,-507.0,18.0,-866.7825000000001,,-3992,-107.0,,,,,,405000.0,0.7875876191226274,,,-1673.0,,,1242.0,,25.875,90.0,46.0,,0.3333333333333333,,0
100013,0.0,0.210265802581517,0.1052024533217542,,0.6109913280868294,0.6997868302051784,-20038,1509736.545,69777.0,-4458.0,518070.015,-14.0,0.0093470077290567,630000.0,0.2224772931430282,0.9565028225815286,,6.165,-210507.0,0.5419354838709678,0.019101,0.3445777777777777,0.2555555555555555,-2175.0,17.333333333333332,-273.0,17.333333333333332,1157.6627419354838,,-3503,-222.0,,-1210.0,,-567.0,-1210.0,663264.0,0.8782715615668365,,-1068.0,-856.0,19305.0,,887.0,5.0,5.72258064516129,38.0,36.0,,0.305308293530178,-567.0,0
100014,0.0,0.0,0.0324551724137931,0.3197601716755032,0.363945238612397,0.6518623334244781,-10197,166880.745,21177.0,-679.0,287363.7375,-36.0,0.0045616503118038,652500.0,0.0665882122192801,0.9522420147420148,1005750.0,530.1,-11105.0,1.0526315789473684,0.0228,0.18824,,-4427.0,9.0,-102.0,9.0,3043.0089473684216,-376.0,-738,-102.0,502875.0,-435.0,704.0,45.0,-376.0,652500.0,0.9044840294840296,-29.5,-387.375,-844.0,3726.3525,723.0,176.0,,9.263157894736842,30.0,16.0,713.5,0.1724137931034483,723.0,1
100015,0.0,0.0,0.0719745222929936,0.7220444501416448,0.6528965519806539,0.5551831615131809,-20417,76586.805,10678.5,,102373.875,-2108.0,,135000.0,,1.0264323091372602,,7584.525,-22379.0,2.1,0.015221,0.2779472895746926,,-5246.0,10.0,-2396.0,10.0,0.0,,-2512,-2396.0,,-319.0,,-16.0,-319.0,148365.0,1.0264323091372602,,-598.25,-2396.0,,,150.0,,15.0,29.0,11.0,,0.2589502578101304,-16.0,1
100016,0.0,0.0,0.0727323316638842,0.4648311169632833,0.1766525794312139,0.7150418188660659,-13439,620981.82,5881.5,-2717.0,46075.5,-539.0,0.0215359834678897,67500.0,0.2021727807128506,1.0677480132865984,336757.5,3.96,-96021.0,3.527027027027027,0.031329,0.0871333333333333,,-311.0,17.0,-1049.0,17.0,2348.1827027027025,-128.0,-3227,-1049.0,84189.375,-528.0,223.0,-347.0,-128.0,80865.0,0.9098809420352828,-15.0,-217.14285714285717,-2370.0,0.0,845.0,363.0,,4.905405405405405,16.0,67.0,381.75,0.8347245409015025,845.0,1
100017,0.0,0.0,0.0315378434523576,,0.7700870700124128,0.5669066132460429,-14086,405267.615,28966.5,-3028.0,143295.0,-21.0,0.0012774343756863,697500.0,0.2149652136873491,1.0095553613964423,,11783.52,-28876.0,0.0,0.016612,0.12874,,-643.0,17.0,-612.0,17.0,0.0,,-4911,-612.0,,-909.0,,197.0,-909.0,918468.0,0.984282506634007,,-1512.3333333333333,-4.0,0.0,,326.0,23.0,10.866666666666667,24.0,31.0,,0.2449731509426566,197.0,0
100018,0.0,0.0,0.0423663256344188,0.7219397686622343,,0.6426562048311103,-14583,1178751.42,32778.0,-203.0,,-40.0,0.0102965039488235,679500.0,0.0139203181787012,0.9935871388594194,,4109.265,-24101.0,0.0,0.010006,0.1734285714285714,,-615.0,10.0,-188.0,10.0,0.0,,-2056,-188.0,,,,,,773680.5,0.8632286995515696,,,-188.0,,,165.0,,6.875,21.0,25.0,,0.2442868858656771,,1
100019,0.0,0.0,0.0672511108442416,0.1156343372622997,0.6785676886853644,0.34663398139668,-8728,165093.03,20160.0,-1157.0,,-716.0,,247500.0,0.1325618698441796,0.8037226497012423,720000.0,10518.615,-6616.0,0.0,0.020713,0.128,,-3494.0,12.0,-925.0,12.0,-5546.16,-495.0,-1368,-925.0,360000.0,,419.0,,-495.0,299772.0,0.8037226497012423,-26.5,5441.0,-925.0,0.0,10463.0,244.0,17.0,30.5,66.0,8.0,5441.0,0.5253993034706377,10463.0,0
100020,0.0,0.0,0.0513135237758841,,0.0621030378372968,0.2363778398884225,-12931,92780.46,26149.5,-1317.0,24142.5,-35.0,0.0002684396568495,387000.0,0.1018482715953909,0.938223778839682,151200.0,5729.265,-3155.0,0.0,0.018634,0.242125,,-6392.0,7.0,-243.0,7.0,0.0,-90.0,-3866,-243.0,75600.0,-288.0,8.0,-104.0,-90.0,509602.5,0.9266384506861614,-40.0,-32.5,-3.0,0.0,277.0,112.0,,8.615384615384615,18.0,14.0,142.5,0.2119298865292065,277.0,0
100021,0.0,0.0,0.05,,,0.6835133461914255,-9776,208357.515,13500.0,-191.0,,-66.0,0.280964547028772,270000.0,0.0195376432078559,0.9117713727871444,,2705.76,-23534.0,2.4347826086956523,0.010966,0.1666666666666666,,-4143.0,7.0,-261.0,7.0,0.0,,-2427,-261.0,,,,,,270000.0,0.0,,,-2811.0,,,339.0,,14.73913043478261,46.0,27.0,,0.3,,1
100022,0.0,0.0,0.05,,0.5567274263630174,0.7064284028871654,-17718,47361.825,7875.0,-7804.0,,-51.0,,157500.0,0.440456033412349,0.8632597889596233,1057500.0,6765.975,-997.0,0.0,0.04622,0.07,,-8751.0,18.0,-239.0,18.0,0.0,-289.0,-1259,-239.0,528750.0,,441.0,,-289.0,157500.0,0.8632597889596233,-28.0,940.0,-239.0,0.0,1439.0,164.0,,23.428571428571427,27.0,7.0,940.0,0.7142857142857143,1439.0,1
100023,0.0,0.0,0.0322567315162234,,0.4776491548517548,0.5866171400119664,-11348,493547.085,17563.5,-2038.0,109775.205,-166.0,0.0159564106696109,454500.0,0.1795911173775114,0.939695541766476,657715.5,7992.0,-42195.0,0.0,0.015221,0.19515,,-1021.0,12.5,-262.0,12.5,0.0,-157.0,-3964,-262.0,164428.875,-508.0,-1250.0,1318.0,-157.0,544491.0,0.7523746825919307,-177.0,-364.9166666666667,-1850.0,2720.85,1669.0,407.0,,15.653846153846152,43.0,29.0,313.0,0.1652919882973272,1669.0,1
100024,0.0,0.0,0.05,0.5656548824667073,,0.113374512719927,-18252,,21375.0,-4286.0,,,,427500.0,0.2348235809774271,,,,,,0.015221,0.1583333333333333,,-298.0,,,,,,-1800,,,,,,,427500.0,,,,-296.0,,,,7.0,,,,,0.3157894736842105,,0
100025,0.0,0.0,0.0331647350039533,0.4377090198475417,0.5424451438613613,0.2337669575081463,-14815,1442496.33,37561.5,-1652.0,,-697.0,0.0780300598905951,927000.0,0.1115086061424232,0.9792677902765308,2452500.0,2.925,-59999.0,1.565217391304348,0.025164,0.1854888888888889,,-2299.0,13.714285714285714,-7.0,13.714285714285714,5010.742173913044,-700.0,-2299,-7.0,2452500.0,,1124.0,,-700.0,1132573.5,0.7875876191226274,-49.0,1124.0,0.0,,1124.0,536.0,14.0,11.652173913043478,35.0,40.0,1124.0,0.1787963430187974,1124.0,1
100026,0.0,0.0,0.0653672214182344,,0.3589512285783967,0.457142971588935,-11146,954356.76,32521.5,-4306.0,1575000.0,-425.0,0.004356999869882,450000.0,0.3863269334290328,0.9533255965764852,4050000.0,23531.175,-8847.0,0.0,0.020713,0.07227,,-114.0,21.0,-468.0,21.0,0.0,-148.0,-2518,-152.0,2025000.0,-1644.0,217.0,,-148.0,497520.0,0.9066511931529702,-15.0,899.0,-468.0,0.0,1581.0,75.0,,9.375,17.0,11.0,899.0,0.9044862518089724,1581.0,1
100027,0.0,0.0,0.099437148217636,,0.6690566947824041,0.6243047373592765,-24827,539424.36,23850.0,,98898.75,-116.0,3.191890954456887e-05,225000.0,,0.9413481495087864,427500.0,21553.74,-9812.0,0.0,0.006296,0.2864864864864865,,-9012.0,11.0,-471.0,11.333333333333334,0.0,-143.0,-3684,-181.0,427500.0,-253.0,944.0,-130.0,-143.0,239850.0,0.9380863039399624,-3.0,-278.3333333333333,-795.0,2565.0,944.0,210.0,,9.545454545454543,23.0,23.0,944.0,0.3470919324577861,944.0,1
100028,0.0,0.319599320357205,0.0311228571428571,0.5257339776824489,0.6127042441012546,0.5096770801723647,-13976,492310.665,49018.5,-1866.0,93736.28571428572,-29.0,0.2709407607891121,1575000.0,0.1335145964510589,0.7770280486882891,864721.08,1.17,-97016.0,0.2654867256637168,0.026392,0.1556142857142857,0.0454545454545454,-2000.0,11.333333333333334,-797.0,11.333333333333334,622.5507079646018,-269.0,-4208,-531.0,172944.216,-992.0,-1105.0,-452.0,-269.0,1575000.0,0.0,-238.8,2387.7,-1805.0,0.0,30885.0,369.0,,3.265486725663717,19.0,31.0,7872.75,0.2,30885.0,1
100029,0.0,0.0,0.0513272727272727,,0.5656079814115492,0.7861793090532118,-11286,135668.385,12703.5,-746.0,1231011.0,-224.0,,247500.0,0.0660995924153819,1.0,3735000.0,22891.68,-1071.0,0.0,0.026392,0.0941,,-108.0,6.0,-324.0,6.0,0.0,-110.0,-3729,-324.0,3735000.0,-1375.0,,1563.0,-110.0,247500.0,1.0,-17.0,-336.3333333333333,-4.0,,,79.0,7.0,19.75,23.0,6.0,,0.5454545454545454,1563.0,0
100030,0.0,0.0,0.04922,0.5619484093041138,0.4614823912998385,0.6514056365297631,-19334,70923.87,11074.5,-3494.0,22482.7425,-233.0,0.0054797978626877,225000.0,0.1807179062790938,1.0403155152442547,553500.0,9035.685,-4384.0,0.0,0.028663,0.12305,,-2419.0,5.0,-378.0,8.625,0.0,-418.0,-2893,-378.0,276750.0,-462.0,1409.0,238.0,-418.0,225000.0,0.9498733260948244,-14.0,-61.6,0.0,0.0,1409.0,131.0,,21.83333333333333,35.0,14.0,1409.0,0.4,1409.0,1
100031,1.0,1.0,0.0276293071780177,,0.190705947811054,0.5484771599678789,-18724,,27076.5,-2628.0,804843.0,,,702000.0,0.1403546250801111,,751279.5,,,,0.018029,0.24068,,-6573.0,,,,,-75.0,-1827,,250426.5,-203.0,1021.0,960.0,-75.0,979992.0,,-31.0,468.6,-161.0,,1021.0,,,,,,1021.0,0.1147968554845345,1021.0,1
100032,0.0,0.0,0.0728616248348745,,0.6594055320683344,0.5411237022695412,-15948,47463.03,23827.5,-1234.0,353970.0,-1307.0,,270000.0,0.0773764735390017,1.6389776357827477,209250.0,4.275,-9983.0,1.2857142857142858,0.019101,0.2118,,-5782.0,6.0,-1497.0,6.0,1130.3292857142858,-556.0,-3153,-1497.0,209250.0,-951.0,-191.0,-586.0,-556.0,327024.0,1.6389776357827477,-54.0,-525.25,-2.0,0.0,-191.0,330.0,,47.142857142857146,86.0,7.0,-191.0,0.3440114487010127,-191.0,0
100033,0.0,0.0,0.0729316035051781,0.6003959050009468,0.524496446363472,0.6850109901296888,-9994,69411.645,57676.5,-1796.0,,-495.0,,675000.0,0.1797078246948169,1.0050628638933423,675000.0,1.08,-19167.0,23.32258064516129,0.04622,0.2136166666666666,,-4668.0,12.0,-849.0,12.0,1251.6270967741937,-195.0,-2661,-849.0,675000.0,,913.0,,-195.0,790830.0,1.0050628638933423,-169.0,913.0,-849.0,,913.0,196.0,1.0,6.32258064516129,44.0,13.0,913.0,0.3414134516899966,913.0,0
100034,0.0,0.0,0.05,0.2979135090150507,,0.5027790378786304,-10341,311355.765,9000.0,-1010.0,,-189.0,0.01921805169489,180000.0,0.0976694710376172,0.957343095145333,,13888.98,-4152.0,0.0,0.030755,0.1,,-4799.0,6.0,-288.0,6.0,-5850.0,,-3015,-288.0,,,,,,180000.0,0.859317456420329,,,-599.0,,,190.0,,19.0,51.0,11.0,,0.5,,0
100035,0.0,0.0,0.0369316645942585,,0.4101025731788671,0.479987342189869,-15280,1979849.025,24592.5,-2668.0,81679.23,-651.0,0.009732508340853,477000.0,0.1746073298429319,0.9507861911305168,3218368.5,2.475,-86365.0,0.7746478873239436,0.025164,0.084076923076923,,-5266.0,14.75,-723.0,22.6,1761.3430985915493,-184.0,-3787,-119.0,643673.7,-2159.0,-152.0,-1860.0,-184.0,665892.0,0.7523888345496953,-33.2,487.0,-1634.0,13760.06625,9980.0,413.0,,5.816901408450704,30.0,74.0,2593.0,0.4392604206087473,9980.0,1
100036,0.0,0.0,0.0488874437570303,0.2744223724911185,,0.6273004007953609,-11144,78613.605,25033.5,-1104.0,,-39.0,0.0030660177683934,360000.0,0.0990667623833453,0.9596561111441856,94959.0,6548.04,-2622.0,0.0,0.008575,0.22252,,-7846.0,6.0,-397.0,15.6,0.0,-889.0,-2904,-39.0,94959.0,,-462.0,,-889.0,512064.0,0.893808729609893,-519.0,-462.0,-397.0,,-462.0,222.0,,18.5,67.0,12.0,-462.0,0.2196991001124859,-462.0,1
100037,0.0,0.0,0.1049882416787264,,0.7981372313187245,0.5594667916353414,-12974,422786.52,20893.5,-4404.0,69161.78571428571,-235.0,0.0083735632496972,180000.0,0.3394481270232773,0.9190061122348018,108000.0,5305.995,-27443.0,0.0,0.010032,0.23215,,-7123.0,10.0,-539.0,10.8,0.0,-1467.0,-4464,-539.0,108000.0,-1247.0,,-1063.0,-1247.0,199008.0,0.8157204198473282,-994.0,-1696.428571428571,-2766.0,0.0,,403.0,,18.318181818181817,63.0,26.0,,0.4522431259044862,-1063.0,1
100038,1.0,0.7176584791513847,0.0512661870503597,0.202144992067999,,0.4256872940912229,-13040,133204.05000000002,32067.0,-2191.0,,-466.0,0.0001924934288366,625500.0,0.168021472392638,0.8840026786010151,,11097.45,-7611.0,0.0,0.010032,0.17815,,-4000.0,12.0,-821.0,24.0,0.0,,-4262,-111.0,,,,,,625500.0,0.8741921376160163,,,-821.0,,,147.0,16.0,12.25,18.0,13.0,,0.2877697841726618,,0
100039,0.0,0.0,0.0532772046956596,,0.4118485559242397,0.3217448956617718,-11694,2305501.785,39069.0,-2060.0,105469.2,-468.0,0.0006784353968311,679500.0,0.1761587138703608,0.937813576240881,3016746.0,4450.68,-26170.0,0.0,0.015221,0.108525,,-3557.0,18.0,-695.0,18.0,-28104.15642857143,-90.0,-3557,-91.0,1005582.0,-465.0,641.0,1256.0,-90.0,733315.5,0.907737554918122,-23.0,126.625,-697.0,,1379.0,381.0,3.0,18.142857142857142,41.0,22.0,1132.3333333333333,0.4909210292159378,1379.0,0
100040,0.0,0.0,0.02924,,,0.1724975081477771,-15997,498400.875,32895.0,-4585.0,,-417.0,,1125000.0,0.2866162405451022,1.0,,2.52,-40739.0,1.0857142857142856,0.0196889999999999,0.2436666666666666,,-5735.0,24.0,-1038.0,24.0,3934.902857142858,,-4067,-1038.0,,,,,,1125000.0,1.0,,,-3019.0,,,295.0,,8.428571428571429,38.0,35.0,,0.12,,1
100041,0.0,0.0,0.09891,,0.6785676886853644,0.6631580756296298,-12158,107185.815,44509.5,-1275.0,59619.54,-1101.0,0.0009180694077473,450000.0,0.1048692219114986,0.9313242830919208,106870.68,130.365,-34454.0,5.1,0.008575,0.39564,,-6265.0,9.0,-1508.0,9.0,730.20825,-448.0,-2009,-1508.0,106870.68,-66.0,-53.0,117.0,-66.0,450000.0,0.9098991879025484,-439.0,-969.1538461538462,-1285.0,769.365,-53.0,798.0,,39.9,196.0,21.0,-53.0,0.25,117.0,1
100042,0.0,0.3724217473534225,0.0360539050191312,,0.3927738606031339,0.6289043246811542,-18604,3977938.215,34600.5,-12009.0,831211.5,-17.0,0.100558483018015,810000.0,0.6455063427219953,0.838217802165165,4553388.0,32.85,-281410.0,0.1923076923076923,0.025164,0.12815,0.2261904761904762,-6116.0,21.11111111111111,-679.0,21.11111111111111,263.37461538461537,-234.0,-2027,-679.0,569173.5,-262.0,-1449.0,1669.0,-234.0,959688.0,0.0,-167.25,620.3571428571429,-1705.0,1312.2,8957.0,1148.0,10.0,6.307692307692308,32.0,65.0,1446.0,0.2813414359666892,8957.0,1
100043,0.0,0.0,0.0361165893475011,0.8427634659543568,0.7544061731797895,0.6816988025574287,-17199,1251128.07,23157.0,-768.0,166860.0,-13.0,0.1230062760568183,553500.0,0.0446537589394732,0.9023324827949758,,1.125,-68849.0,0.2207792207792207,0.01885,0.1169545454545454,0.0606060606060606,-63.0,29.0,-33.0,31.55555555555556,687.5251948051948,,-735,-23.0,,-1169.0,,-414.0,-1169.0,641173.5,0.0,,-1433.5,-2411.0,0.0,,1630.0,,21.16883116883117,129.0,37.0,,0.3088087701690728,-414.0,1
100044,0.0,0.0,0.0333366336633663,0.8045861213121414,0.722392890081304,0.7197985370372056,-21077,1916203.995,15151.5,-1288.0,148966.992,-210.0,0.0055407048211373,454500.0,0.0611092660245765,0.9663712609630136,1584859.5,10.62,-121860.0,0.4225352112676056,0.030755,0.1247037037037037,,-5474.0,24.0,-384.0,24.0,814.1919718309861,-83.0,-4270,-384.0,264143.25,-1634.0,416.0,-1486.0,-83.0,454500.0,0.9001826084720044,-270.3333333333333,-407.8181818181818,-1541.0,6677.633571428572,1178.0,1248.0,,17.577464788732396,101.0,73.0,744.0,0.2673267326732673,1178.0,0
100045,0.0,0.0,0.0701182893539581,,0.7517237147741489,0.6507647995068742,-23920,2049033.96,17338.5,,170610.75,-291.0,0.0098164914272131,225000.0,,0.9488712019005466,96832.89,804.015,-79188.0,0.234375,0.006207,0.1751363636363636,,-9817.0,18.0,-1017.0,18.0,422.4192187500001,-337.0,-4969,-1017.0,96832.89,-592.0,-3.0,-274.0,-337.0,247275.0,0.8833865030674847,-217.0,-204.66666666666663,0.0,0.0,-3.0,342.0,,5.34375,32.0,65.0,-3.0,0.4003639672429481,-3.0,1
100046,0.0,0.0,0.05,,0.6058362647264226,0.7380532835697358,-16126,482640.795,27000.0,-1761.0,4084920.0,-29.0,0.0001553980909593,540000.0,0.1092025300756542,0.8185706457647727,382500.0,28390.635,-4582.0,0.0,0.025164,0.15,,-8236.0,18.0,-539.0,21.0,0.0,-427.0,-4292,-449.0,382500.0,-1100.0,915.0,-369.0,-427.0,540000.0,0.8097559395598166,-9.0,-247.75,-540.0,,915.0,9.0,3.0,0.5294117647058824,3.0,17.0,915.0,0.3333333333333333,915.0,0
