SK_ID_CURR,TARGET,TARGET_1_PROBA,PAYMENT_RATE,EXT_SOURCE_3,EXT_SOURCE_1,EXT_SOURCE_2,DAYS_BIRTH,INSTAL_AMT_PAYMENT_SUM,CLOSED_AMT_CREDIT_SUM_MEAN,APPROVED_DAYS_DECISION_MAX,PREV_APP_CREDIT_PERC_VAR,AMT_ANNUITY,INSTAL_DAYS_ENTRY_PAYMENT_MAX,ACTIVE_AMT_CREDIT_SUM_SUM,DAYS_EMPLOYED,DAYS_REGISTRATION,ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,AMT_GOODS_PRICE,DAYS_EMPLOYED_PERC,PREV_APP_CREDIT_PERC_MEAN,CLOSED_DAYS_CREDIT_MAX,INSTAL_AMT_PAYMENT_MIN,PREV_CNT_PAYMENT_MEAN,REGION_POPULATION_RELATIVE,ANNUITY_INCOME_PERC,DAYS_ID_PUBLISH,INSTAL_DAYS_ENTRY_PAYMENT_SUM,ACTIVE_DAYS_CREDIT_MAX,CLOSED_DAYS_CREDIT_ENDDATE_MAX,INSTAL_DPD_MEAN,INSTAL_AMT_INSTALMENT_MAX,DAYS_LAST_PHONE_CHANGE,APPROVED_CNT_PAYMENT_MEAN,BURO_DAYS_CREDIT_MAX,AMT_CREDIT,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,BURO_DAYS_CREDIT_ENDDATE_MEAN,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,INCOME_CREDIT_PERC,PREV_APP_CREDIT_PERC_MIN,INSTAL_PAYMENT_DIFF_MEAN,INSTAL_DBD_MEAN,INSTAL_DBD_MAX,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,INSTAL_DBD_SUM,POS_MONTHS_BALANCE_SIZE,OWN_CAR_AGE,BURO_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,CODE_GENDER
100011.0,0.0,0.0,0.03317592020478418,0.7517237147741489,0.5873340468730377,0.2057472880073281,-20099.0,1472756.175,108807.075,-1189.0,0.31308805953302515,33826.5,-37.0,660604.5,-1663.0,-7427.0,150369.0,913500.0,0.12007299270072992,0.6440084027696462,-1309.0,449.685,14.0,0.018634,0.30068,-3514.0,-149620.0,-264.0,-860.0,7.946153846153846,46485.0,0.0,14.0,-1309.0,1019610.0,257.0,-1293.25,-30.0,0.05405405405405406,0.11033630505781622,0.0,2246.8219615384614,4.8076923076923075,32.0,5073.615,724.0,625.0,75.0,9.0,-860.0,1057.0,1.0
100012.0,0.0,0.0,0.05,0.5334816299804352,0.5061548086628039,0.7466436294590924,-14469.0,501661.71,126188.91,-507.0,0.0013207090945737785,20250.0,-151.0,660604.5,-2019.0,-14437.0,150369.0,405000.0,0.13953970557744141,0.8097510205471637,-727.0,5.85,18.0,0.0196889999999999,0.15,-3992.0,-33135.0,-264.0,-207.0,0.5625,49204.89,-1673.0,18.0,-305.0,405000.0,257.0,-131.7888888888889,-30.0,0.26013698630136983,0.3333333333333333,0.7875876191226274,-866.7825000000001,25.875,90.0,0.0,724.0,1242.0,46.0,9.0,912.0,1057.0,0.0
100013.0,0.0,0.2118002588614308,0.1052024533217542,0.6109913280868294,0.5061548086628039,0.6997868302051784,-20038.0,1509736.545,518070.015,-273.0,0.0093470077290567,69777.0,-14.0,660604.5,-4458.0,-2175.0,150369.0,630000.0,0.2224772931430282,0.9565028225815286,-1210.0,6.165,17.333333333333332,0.019101,0.3445777777777777,-3503.0,-210507.0,-264.0,-567.0,0.5419354838709678,357347.745,-856.0,17.333333333333332,-1210.0,663264.0,257.0,-1068.0,-30.0,0.2555555555555555,0.305308293530178,0.8782715615668365,1157.6627419354838,5.72258064516129,38.0,19305.0,724.0,887.0,36.0,5.0,-567.0,1057.0,0.0
100014.0,0.0,0.0,0.0324551724137931,0.363945238612397,0.3197601716755032,0.6518623334244781,-10197.0,166880.745,287363.7375,-102.0,0.004561650311803872,21177.0,-36.0,1005750.0,-679.0,-4427.0,379107.0,652500.0,0.06658821221928019,0.9522420147420148,-435.0,530.1,9.0,0.0228,0.18824,-738.0,-11105.0,-376.0,45.0,1.0526315789473684,14045.625,-844.0,9.0,-376.0,652500.0,704.0,-387.375,-29.5,0.26013698630136983,0.1724137931034483,0.9044840294840295,3043.0089473684216,9.263157894736842,30.0,3726.3524999999995,713.5,176.0,16.0,9.0,723.0,723.0,1.0
100015.0,0.0,0.0,0.07197452229299363,0.6528965519806539,0.7220444501416448,0.5551831615131809,-20417.0,76586.805,102373.875,-2396.0,0.009789675043229876,10678.5,-2108.0,660604.5,-1663.0,-5246.0,150369.0,135000.0,0.12007299270072992,1.0264323091372602,-319.0,7584.525,10.0,0.015221,0.2779472895746926,-2512.0,-22379.0,-264.0,-16.0,2.1,7666.92,-2396.0,10.0,-319.0,148365.0,257.0,-598.25,-30.0,0.26013698630136983,0.2589502578101304,1.0264323091372602,0.0,15.0,29.0,0.0,724.0,150.0,11.0,9.0,-16.0,1057.0,1.0
100016.0,0.0,0.0,0.07273233166388425,0.1766525794312139,0.4648311169632833,0.7150418188660659,-13439.0,620981.82,46075.5,-1049.0,0.02153598346788975,5881.5,-539.0,336757.5,-2717.0,-311.0,31862.25,67500.0,0.20217278071285066,1.0677480132865984,-528.0,3.96,17.0,0.031329,0.08713333333333333,-3227.0,-96021.0,-128.0,-347.0,3.527027027027027,102028.14,-2370.0,17.0,-128.0,80865.0,223.0,-217.14285714285714,-15.0,0.26013698630136983,0.8347245409015025,0.9098809420352829,2348.1827027027025,4.905405405405405,16.0,0.0,381.75,363.0,67.0,9.0,845.0,845.0,1.0
100017.0,0.0,0.0,0.03153784345235762,0.7700870700124128,0.5061548086628039,0.5669066132460429,-14086.0,405267.615,143295.0,-612.0,0.0012774343756863217,28966.5,-21.0,660604.5,-3028.0,-643.0,150369.0,697500.0,0.21496521368734914,1.0095553613964425,-909.0,11783.52,17.0,0.016612,0.12874,-4911.0,-28876.0,-264.0,197.0,0.0,16967.295,-4.0,17.0,-909.0,918468.0,257.0,-1512.3333333333333,-30.0,0.26013698630136983,0.24497315094265668,0.984282506634007,0.0,10.866666666666667,24.0,0.0,724.0,326.0,31.0,23.0,197.0,1057.0,0.0
100018.0,0.0,0.0,0.04236632563441886,0.5334816299804352,0.7219397686622343,0.6426562048311103,-14583.0,1178751.42,126188.91,-188.0,0.010296503948823593,32778.0,-40.0,660604.5,-203.0,-615.0,150369.0,679500.0,0.013920318178701227,0.9935871388594194,-727.0,4109.265,10.0,0.010006,0.17342857142857143,-2056.0,-24101.0,-264.0,-207.0,0.0,94906.035,-188.0,10.0,-305.0,773680.5,257.0,-131.7888888888889,-30.0,0.26013698630136983,0.24428688586567712,0.8632286995515696,0.0,6.875,21.0,0.0,724.0,165.0,25.0,9.0,912.0,1057.0,1.0
100019.0,0.0,0.0,0.06725111084424162,0.6785676886853644,0.1156343372622997,0.34663398139668,-8728.0,165093.03,126188.91,-925.0,0.009789675043229876,20160.0,-716.0,720000.0,-1157.0,-3494.0,122735.07,247500.0,0.13256186984417964,0.8037226497012423,-727.0,10518.615,12.0,0.020713,0.128,-1368.0,-6616.0,-495.0,-207.0,0.0,33850.665,-925.0,12.0,-495.0,299772.0,419.0,5441.0,-26.5,0.26013698630136983,0.5253993034706377,0.8037226497012423,-5546.16,30.5,66.0,0.0,5441.0,244.0,8.0,17.0,10463.0,10463.0,0.0
100020.0,0.0,0.0,0.05131352377588415,0.0621030378372968,0.5061548086628039,0.2363778398884225,-12931.0,92780.46,24142.5,-243.0,0.00026843965684950977,26149.5,-35.0,151200.0,-1317.0,-6392.0,61544.25,387000.0,0.10184827159539092,0.9382237788396819,-288.0,5729.265,7.0,0.018634,0.242125,-3866.0,-3155.0,-90.0,-104.0,0.0,8779.77,-3.0,7.0,-90.0,509602.5,8.0,-32.5,-40.0,0.26013698630136983,0.21192988652920658,0.9266384506861614,0.0,8.615384615384615,18.0,0.0,142.5,112.0,14.0,9.0,277.0,277.0,0.0
100021.0,0.0,0.0,0.05,0.5334816299804352,0.5061548086628039,0.6835133461914255,-9776.0,208357.515,126188.91,-261.0,0.28096454702877205,13500.0,-66.0,660604.5,-191.0,-4143.0,150369.0,270000.0,0.019537643207855972,0.9117713727871445,-727.0,2705.76,7.0,0.010966,0.16666666666666666,-2427.0,-23534.0,-264.0,-207.0,2.4347826086956523,52236.18,-2811.0,7.0,-305.0,270000.0,257.0,-131.7888888888889,-30.0,0.26013698630136983,0.3,0.0,0.0,14.73913043478261,46.0,0.0,724.0,339.0,27.0,9.0,912.0,1057.0,1.0
100022.0,0.0,0.0,0.05,0.5567274263630174,0.5061548086628039,0.7064284028871654,-17718.0,47361.825000000004,126188.91,-239.0,0.009789675043229876,7875.0,-51.0,1057500.0,-7804.0,-8751.0,205276.5,157500.0,0.440456033412349,0.8632597889596233,-727.0,6765.975,18.0,0.04622,0.07,-1259.0,-997.0,-289.0,-207.0,0.0,6765.975,-239.0,18.0,-289.0,157500.0,441.0,940.0,-28.0,0.26013698630136983,0.7142857142857143,0.8632597889596233,0.0,23.428571428571427,27.0,0.0,940.0,164.0,7.0,9.0,1439.0,1439.0,1.0
100023.0,0.0,0.0,0.03225673151622341,0.4776491548517548,0.5061548086628039,0.5866171400119664,-11348.0,493547.08499999996,109775.205,-262.0,0.015956410669610926,17563.5,-166.0,657715.5,-2038.0,-1021.0,28081.125,454500.0,0.17959111737751146,0.9396955417664759,-508.0,7992.0,12.5,0.015221,0.19515,-3964.0,-42195.0,-157.0,1318.0,0.0,231819.525,-1850.0,12.5,-157.0,544491.0,-1250.0,-364.9166666666667,-177.0,0.26013698630136983,0.16529198829732722,0.7523746825919307,0.0,15.653846153846153,43.0,2720.85,313.0,407.0,29.0,9.0,1669.0,1669.0,1.0
100024.0,0.0,0.0,0.05,0.5334816299804352,0.5656548824667073,0.113374512719927,-18252.0,324801.225,126188.91,-438.0,0.009789675043229876,21375.0,-65.0,660604.5,-4286.0,-298.0,150369.0,427500.0,0.23482358097742714,0.9713732442017884,-727.0,2323.575,12.0,0.015221,0.15833333333333333,-1800.0,-21233.0,-264.0,-207.0,0.03571428571428571,36290.025,-296.0,12.0,-305.0,427500.0,257.0,-131.7888888888889,-30.0,0.26013698630136983,0.3157894736842105,0.8984493637044166,0.0,10.125,31.0,0.0,724.0,267.0,22.0,7.0,912.0,1057.0,0.0
100025.0,0.0,0.0,0.03316473500395339,0.5424451438613613,0.4377090198475417,0.2337669575081463,-14815.0,1442496.33,126188.91,-7.0,0.07803005989059512,37561.5,-697.0,2452500.0,-1652.0,-2299.0,1886544.0,927000.0,0.11150860614242322,0.9792677902765308,-727.0,2.925,13.714285714285714,0.025164,0.1854888888888889,-2299.0,-59999.0,-700.0,-207.0,1.565217391304348,376810.425,0.0,13.714285714285714,-700.0,1132573.5,1124.0,1124.0,-49.0,0.26013698630136983,0.17879634301879746,0.7875876191226274,5010.742173913044,11.652173913043478,35.0,0.0,1124.0,536.0,40.0,14.0,1124.0,1124.0,1.0
100026.0,0.0,0.0,0.06536722141823444,0.3589512285783967,0.5061548086628039,0.457142971588935,-11146.0,954356.7599999999,1575000.0,-468.0,0.0043569998698820426,32521.5,-425.0,4050000.0,-4306.0,-114.0,1738907.19,450000.0,0.38632693342903285,0.9533255965764851,-1644.0,23531.175,21.0,0.020713,0.07227,-2518.0,-8847.0,-148.0,-207.0,0.0,770004.315,-468.0,21.0,-148.0,497520.0,217.0,899.0,-15.0,0.26013698630136983,0.9044862518089725,0.9066511931529702,0.0,9.375,17.0,0.0,899.0,75.0,11.0,9.0,1581.0,1581.0,1.0
100027.0,0.0,0.0,0.09943714821763602,0.6690566947824041,0.5061548086628039,0.6243047373592765,-24827.0,539424.36,98898.75,-471.0,3.191890954456887e-05,23850.0,-116.0,427500.0,-1663.0,-9012.0,376713.0,225000.0,0.12007299270072992,0.9413481495087864,-253.0,21553.74,11.333333333333334,0.006296,0.2864864864864865,-3684.0,-9812.0,-143.0,-130.0,0.0,28077.57,-795.0,11.0,-143.0,239850.0,944.0,-278.3333333333333,-3.0,0.26013698630136983,0.34709193245778613,0.9380863039399625,0.0,9.545454545454545,23.0,2565.0,944.0,210.0,23.0,9.0,944.0,944.0,1.0
100028.0,0.0,0.2293315603465852,0.0311228571428571,0.6127042441012546,0.5257339776824489,0.5096770801723647,-13976.0,492310.665,93736.28571428572,-797.0,0.2709407607891121,49018.5,-29.0,864721.08,-1866.0,-2000.0,46576.125,1575000.0,0.1335145964510589,0.7770280486882891,-992.0,1.17,11.333333333333334,0.026392,0.1556142857142857,-4208.0,-97016.0,-269.0,-452.0,0.2654867256637168,38988.54,-1805.0,11.333333333333334,-269.0,1575000.0,-1105.0,2387.7,-238.8,0.0454545454545454,0.2,0.0,622.5507079646018,3.265486725663717,19.0,0.0,7872.75,369.0,31.0,9.0,30885.0,30885.0,1.0
100029.0,0.0,0.0,0.05132727272727273,0.5656079814115492,0.5061548086628039,0.7861793090532118,-11286.0,135668.385,1231011.0,-324.0,0.009789675043229876,12703.5,-224.0,3735000.0,-746.0,-108.0,3682287.0,247500.0,0.0660995924153819,1.0,-1375.0,22891.68,6.0,0.026392,0.0941,-3729.0,-1071.0,-110.0,1563.0,0.0,66993.345,-4.0,6.0,-110.0,247500.0,257.0,-336.3333333333333,-17.0,0.26013698630136983,0.5454545454545454,1.0,0.0,19.75,23.0,0.0,724.0,79.0,6.0,7.0,1563.0,1057.0,0.0
100030.0,0.0,0.0,0.04922,0.4614823912998385,0.5619484093041138,0.6514056365297631,-19334.0,70923.87,22482.7425,-378.0,0.0054797978626877734,11074.5,-233.0,553500.0,-3494.0,-2419.0,225821.25,225000.0,0.18071790627909382,1.0403155152442547,-462.0,9035.685,8.625,0.028663,0.12305,-2893.0,-4384.0,-418.0,238.0,0.0,17846.145,0.0,5.0,-418.0,225000.0,1409.0,-61.6,-14.0,0.26013698630136983,0.4,0.9498733260948244,0.0,21.833333333333332,35.0,0.0,1409.0,131.0,14.0,9.0,1409.0,1409.0,1.0
100031.0,1.0,1.0,0.02762930717801778,0.190705947811054,0.5061548086628039,0.5484771599678789,-18724.0,324801.225,804843.0,-438.0,0.009789675043229876,27076.5,-65.0,751279.5,-2628.0,-6573.0,150369.0,702000.0,0.1403546250801111,0.9713732442017884,-203.0,2323.575,12.0,0.018029,0.24068,-1827.0,-21233.0,-75.0,960.0,0.03571428571428571,36290.025,-161.0,12.0,-75.0,979992.0,1021.0,468.6,-31.0,0.26013698630136983,0.11479685548453457,0.8984493637044166,0.0,10.125,31.0,0.0,1021.0,267.0,22.0,9.0,1021.0,1021.0,1.0
100032.0,0.0,0.0,0.0728616248348745,0.6594055320683344,0.5061548086628039,0.5411237022695412,-15948.0,47463.03,353970.0,-1497.0,0.009789675043229876,23827.5,-1307.0,209250.0,-1234.0,-5782.0,0.0,270000.0,0.07737647353900176,1.6389776357827477,-951.0,4.275,6.0,0.019101,0.2118,-3153.0,-9983.0,-556.0,-586.0,1.2857142857142858,7912.305,-2.0,6.0,-556.0,327024.0,-191.0,-525.25,-54.0,0.26013698630136983,0.34401144870101275,1.6389776357827477,1130.3292857142858,47.142857142857146,86.0,0.0,-191.0,330.0,7.0,9.0,-191.0,-191.0,0.0
100033.0,0.0,0.0,0.0729316035051781,0.524496446363472,0.6003959050009468,0.6850109901296888,-9994.0,69411.645,126188.91,-849.0,0.009789675043229876,57676.5,-495.0,675000.0,-1796.0,-4668.0,0.0,675000.0,0.1797078246948169,1.0050628638933423,-727.0,1.08,12.0,0.04622,0.21361666666666668,-2661.0,-19167.0,-195.0,-207.0,23.322580645161292,5542.92,-849.0,12.0,-195.0,790830.0,913.0,913.0,-169.0,0.26013698630136983,0.3414134516899966,1.0050628638933423,1251.6270967741937,6.32258064516129,44.0,0.0,913.0,196.0,13.0,1.0,913.0,913.0,0.0
100034.0,0.0,0.0,0.05,0.5334816299804352,0.2979135090150507,0.5027790378786304,-10341.0,311355.765,126188.91,-288.0,0.019218051694890017,9000.0,-189.0,660604.5,-1010.0,-4799.0,150369.0,180000.0,0.09766947103761725,0.957343095145333,-727.0,13888.98,6.0,0.030755,0.1,-3015.0,-4152.0,-264.0,-207.0,0.0,61969.77,-599.0,6.0,-305.0,180000.0,257.0,-131.7888888888889,-30.0,0.26013698630136983,0.5,0.859317456420329,-5850.0,19.0,51.0,0.0,724.0,190.0,11.0,9.0,912.0,1057.0,0.0
100035.0,0.0,0.0,0.03693166459425853,0.4101025731788671,0.5061548086628039,0.479987342189869,-15280.0,1979849.025,81679.23,-723.0,0.009732508340853019,24592.5,-651.0,3218368.5,-2668.0,-5266.0,684790.5,477000.0,0.17460732984293192,0.9507861911305167,-2159.0,2.475,22.6,0.025164,0.08407692307692308,-3787.0,-86365.0,-184.0,-1860.0,0.7746478873239436,536809.95,-1634.0,14.75,-184.0,665892.0,-152.0,487.0,-33.2,0.26013698630136983,0.43926042060874737,0.7523888345496953,1761.3430985915493,5.816901408450704,30.0,13760.06625,2593.0,413.0,74.0,9.0,9980.0,9980.0,1.0
100036.0,0.0,0.0,0.04888744375703037,0.5334816299804352,0.2744223724911185,0.6273004007953609,-11144.0,78613.605,126188.91,-397.0,0.0030660177683934295,25033.5,-39.0,94959.0,-1104.0,-7846.0,8339.355,360000.0,0.0990667623833453,0.9596561111441855,-727.0,6548.04,15.6,0.008575,0.22252,-2904.0,-2622.0,-889.0,-207.0,0.0,6551.415,-397.0,6.0,-889.0,512064.0,-462.0,-462.0,-519.0,0.26013698630136983,0.21969910011248595,0.893808729609893,0.0,18.5,67.0,0.0,-462.0,222.0,12.0,9.0,-462.0,-462.0,1.0
100037.0,0.0,0.0,0.10498824167872649,0.7981372313187245,0.5061548086628039,0.5594667916353414,-12974.0,422786.52,69161.78571428571,-539.0,0.008373563249697225,20893.5,-235.0,108000.0,-4404.0,-7123.0,0.0,180000.0,0.3394481270232773,0.9190061122348018,-1247.0,5305.995,10.8,0.010032,0.23215,-4464.0,-27443.0,-1467.0,-1063.0,0.0,35172.135,-2766.0,10.0,-1247.0,199008.0,257.0,-1696.4285714285713,-994.0,0.26013698630136983,0.45224312590448623,0.8157204198473282,0.0,18.318181818181817,63.0,0.0,724.0,403.0,26.0,9.0,-1063.0,1057.0,1.0
100038.0,1.0,0.7124788586254518,0.0512661870503597,0.5334816299804352,0.202144992067999,0.4256872940912229,-13040.0,133204.05000000002,126188.91,-821.0,0.0001924934288366,32067.0,-466.0,660604.5,-2191.0,-4000.0,150369.0,625500.0,0.168021472392638,0.8840026786010151,-727.0,11097.45,24.0,0.010032,0.17815,-4262.0,-7611.0,-264.0,-207.0,0.0,11100.6,-821.0,12.0,-305.0,625500.0,257.0,-131.7888888888889,-30.0,0.26013698630136983,0.2877697841726618,0.8741921376160163,0.0,12.25,18.0,0.0,724.0,147.0,13.0,16.0,912.0,1057.0,0.0
100039.0,0.0,0.0,0.05327720469565964,0.4118485559242397,0.5061548086628039,0.3217448956617718,-11694.0,2305501.785,105469.2,-695.0,0.000678435396831126,39069.0,-468.0,3016746.0,-2060.0,-3557.0,812916.0,679500.0,0.17615871387036086,0.937813576240881,-465.0,4450.68,18.0,0.015221,0.108525,-3557.0,-26170.0,-90.0,1256.0,0.0,920794.5,-697.0,18.0,-90.0,733315.5,641.0,126.625,-23.0,0.26013698630136983,0.4909210292159378,0.907737554918122,-28104.15642857143,18.142857142857142,41.0,0.0,1132.3333333333333,381.0,22.0,3.0,1379.0,1379.0,0.0
